StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_prob_pre1,2_prob_pre1,3_prob_pre1,4_prob_pre1,1_prob_distr1,2_prob_distr1,3_prob_distr1,4_prob_distr1,5_prob_distr1,6_prob_distr1,1_prob_pre2,2_prob_pre2,3_prob_pre2,4_prob_pre2,climate_t_First Click,climate_t_Last Click,climate_t_Page Submit,climate_t_Click Count,climate_post1,stadium_t_First Click,stadium_t_Last Click,stadium_t_Page Submit,stadium_t_Click Count,stadium_post1,fentanyl_t_First Click,fentanyl_t_Last Click,fentanyl_t_Page Submit,fentanyl_t_Click Count,fentanyl_post1,learning_t_First Click,learning_t_Last Click,learning_t_Page Submit,learning_t_Click Count,learning_post1,1_prob_distr2,2_prob_distr2,3_prob_distr2,4_prob_distr2,5_prob_distr2,6_prob_distr2,check_33,1_prob_post2,2_prob_post2,3_prob_post2,4_prob_post2,1_persuasive,2_persuasive,3_persuasive,4_persuasive,1_trust,2_trust,3_trust,4_trust,5_trust,6_trust,7_trust,Age,Gender,Race,Education_level,Political_Party,Political_Views,workerId,hitId,assignmentId,subj_id
2022-04-27T10:18:31Z,2022-04-27T10:26:45Z,IP Address,100,494,TRUE,2022-04-27T10:26:46Z,R_2CxZianfz2xMpiS,anonymous,EN,I consent to participate in this study.,55,80,1,60,90,85,75,25,45,35,65,80,1,60,111.18,111.18,112.072,1,85,0,0,16.702,0,40,15.481,15.481,16.627,1,0,0,0,18.406,0,50,90,85,60,25,35,35,33,40,85,0,50,Extremely persuasive,Very persuasive,Extremely persuasive,Extremely persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,Largely trustworthy,Somewhat trustworthy,44,Male,White or Caucasian,Ph.D. or higher,Independent,Very Liberal,A2ZPSPA0R8KSL8,3R16PJFTTB412BXZJNP77WSKU8KK4K,3WT783CTPKU5RW4EWROYGBG60X2CBA,11
2022-04-27T10:20:38Z,2022-04-27T10:27:21Z,IP Address,100,402,TRUE,2022-04-27T10:27:21Z,R_3P6MlZ0Wvp2lKT1,anonymous,EN,I consent to participate in this study.,11,5,15,20,50,75,1,15,65,45,10,5,25,45,0.591,21.841,26.586,2,85,0.344,10.305,16.454,2,80,0.945,13.953,16.366,2,1,0.477,15.141,16.513,2,3,15,25,1,25,45,40,33,50,80,1,4,Moderately persuasive,Moderately persuasive,Moderately persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat untrustworthy,38,Female,White or Caucasian,Prefer not to say,Independent,Prefer not to say,AOQC2B77YF8ON,3P888QFVYB7RH75CFCODHGAYA5COQQ,3UXUOQ9OKNAUW54QZWGR5E4MH4QA7K,12
2022-04-27T10:20:23Z,2022-04-27T10:27:25Z,IP Address,100,422,TRUE,2022-04-27T10:27:26Z,R_wT5Gqs8l6yJXK4p,anonymous,EN,I consent to participate in this study.,50,90,95,50,100,80,20,5,100,20,50,90,95,75,0,0,16.745,0,80,0,0,20.113,0,20,0,0,18.927,0,5,0,0,30.833,0,50,95,50,20,10,95,20,33,25,90,5,50,Moderately persuasive,Very persuasive,Very persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,53,Female,Hispanic or Latinx,Some undergraduate education,Independent,Neither Liberal nor Conservative,A2L3X4ZZ0J2DZ2,3LCXHSGDM1JHIW70D2AM74VLORRES1,3QY7M81QHGZ08IDCBNTGZS7IMGKK79,13
2022-04-27T10:19:32Z,2022-04-27T10:27:26Z,IP Address,100,474,TRUE,2022-04-27T10:27:27Z,R_UnzaAvTPOLLeZot,anonymous,EN,I consent to participate in this study.,70,90,5,70,70,70,30,40,25,50,70,90,25,70,0,0,21.653,0,90,0,0,16.727,0,25,0,0,36.874,0,0,2.045,3.084,25.472,3,25,20,20,30,30,70,25,33,20,90,0,20,Very persuasive,Extremely persuasive,Extremely persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,38,Female,White or Caucasian,Some graduate education,Democratic Party,Very Liberal,AJRY9ALX8069Y,3H781YYV71VIXWKF22FCH9R7QA5ETQ,3570Y55XZYWELGDU85Y1EDZMJYCGY3,14
2022-04-27T10:18:26Z,2022-04-27T10:28:13Z,IP Address,100,586,TRUE,2022-04-27T10:28:13Z,R_3n1KpAv0AMfNZnA,anonymous,EN,I consent to participate in this study.,95,99,20,40,5,95,15,89,75,2,85,98,20,35,2.07,9.439,23.24,2,99,2.825,14.548,37.226,2,10,1.8,7.72,20.021,2,0,3.162,10.724,24.194,4,5,5,95,15,89,75,2,33,15,99,0,1,Very persuasive,Extremely persuasive,Extremely persuasive,Very persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,71,Female,White or Caucasian,Master’s Degree,Democratic Party,Very Liberal,A2MWAXV1YRK5GH,3JTPR5MT00PJYU1ZXS8HCOYYU4FK5P,38BQUHLA95D2JC5EDLNYPRLH1AOOM7,15
2022-04-27T10:21:35Z,2022-04-27T10:28:14Z,IP Address,100,398,TRUE,2022-04-27T10:28:14Z,R_2AQfwF9EVbOP389,anonymous,EN,I consent to participate in this study.,55,90,30,34,70,35,10,1,5,52,55,70,35,45,21.175,21.426,22.378,2,95,0,0,16.454,0,15,0,0,19.469,0,3,0,0,16.26,0,25,22,22,2,5,3,52,33,15,95,2,22,Moderately persuasive,Extremely persuasive,Very persuasive,Moderately persuasive,Completely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,36,Male,Black or African American,Some undergraduate education,Democratic Party,Very Liberal,AIEKCWYZTS41V,3SU800BH9E5MUCP9BY0MGM2NSR0QU5,3LRLIPTPEZMIRKBAIQ509J98NOQAKQ,16
2022-04-27T10:18:34Z,2022-04-27T10:28:15Z,IP Address,100,581,TRUE,2022-04-27T10:28:16Z,R_3lttZrzwbEn2HNm,anonymous,EN,I consent to participate in this study.,14,5,3,7,6,35,4,2,65,67,78,54,3,6,0,0,16.819,0,56,0,0,38.024,0,67,0,0,18.029,0,54,0,0,18.633,0,97,43,7,54,5,3,65,64,68,24,75,57,Very persuasive,Extremely persuasive,Extremely persuasive,Very persuasive,Largely untrustworthy,Completely untrustworthy,Completely trustworthy,Completely trustworthy,Largely trustworthy,Completely trustworthy,Completely trustworthy,34,Male,Black or African American,Bachelor’s Degree,Republican Party,Very Liberal,A2PU0C84K02ZO6,3EQVJH0T58YUH6BHS3NI2COKIQXTHL,3180JW2OTDPQAUTB59E70TT9GLP5JG,17
2022-04-27T10:19:01Z,2022-04-27T10:28:21Z,IP Address,100,559,TRUE,2022-04-27T10:28:21Z,R_3GEaPwwwxVi7YE7,anonymous,EN,I consent to participate in this study.,50,100,10,10,30,70,0,20,40,50,50,100,10,10,0,0,23.989,0,100,0,0,16.727,0,10,17.803,17.803,18.202,1,0,0,0,27.753,0,5,30,70,0,30,40,50,33,20,100,0,5,Moderately persuasive,Very persuasive,Very persuasive,Moderately persuasive,Completely trustworthy,Completely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Completely trustworthy,Somewhat trustworthy,31,Female,Asian,Bachelor’s Degree,Democratic Party,Very Liberal,AZZA3J049G7R5,37VUR2VJ7I22REOS4SP7LF89DF1C1M,3CN4LGXD561Y90KAD4W05O2JTT34Y4,18
2022-04-27T10:18:20Z,2022-04-27T10:28:33Z,IP Address,100,612,TRUE,2022-04-27T10:28:33Z,R_a5cRducgVNwo7VT,anonymous,EN,I consent to participate in this study.,25,80,5,70,60,90,70,45,30,40,25,80,5,70,32.046,35.484,37.074,5,85,1.353,35.487,37.866,5,10,4.375,32.401,34.166,2,0,49.246,49.584,50.69,2,10,60,75,60,60,30,40,33,10,85,0,10,Moderately persuasive,Extremely persuasive,Very persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Largely trustworthy,Largely trustworthy,Largely untrustworthy,24,Male,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,AKP66RIZ3LQVX,3P888QFVYB7RH75CFCODHGAYA5COQQ,3VHHR074HCUBSOVUWN5HESKXBGP7LZ,19
2022-04-27T10:17:29Z,2022-04-27T10:28:36Z,IP Address,100,666,TRUE,2022-04-27T10:28:36Z,R_sKUJfUknmwDYCKR,anonymous,EN,I consent to participate in this study.,100,10,99,50,50,75,0,90,20,100,100,20,99,50,15.005,18.393,27.268,4,97,0,0,24.164,0,1,0,0,52.42,0,0,0,0,23.172,0,0,2,75,0,90,20,100,33,1,97,0,0,Moderately persuasive,Moderately persuasive,Moderately persuasive,Moderately persuasive,Somewhat untrustworthy,Somewhat untrustworthy,Somewhat untrustworthy,Completely untrustworthy,Somewhat untrustworthy,Somewhat trustworthy,Somewhat trustworthy,39,Female,White or Caucasian,High School Diploma,Republican Party,Slightly Conservative,A2YC6PEMIRSOAA,31ODACBEO2S6FZX5MT5M1LKZ7UFQSP,33LKR6A5KNXL0FOXGGQZZ93127AT1Q,20
2022-04-27T10:18:20Z,2022-04-27T10:28:38Z,IP Address,100,618,TRUE,2022-04-27T10:28:39Z,R_2aRncbCHhMAOMaY,anonymous,EN,I consent to participate in this study.,65,84,95,70,90,41,52,50,45,37,65,70,95,65,0,0,27.492,0,95,0,0,31.17,0,8,0,0,24.976,0,0,0,0,23.757,0,10,90,41,60,50,45,40,33,6,95,0,8,Slightly persuasive,Extremely persuasive,Very persuasive,Very persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Largely trustworthy,Completely trustworthy,Somewhat trustworthy,50,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,A22ZYDQ7VRH6EL,389A2A305WV2KP3A89L77APZ8NVC0J,3LUY3GC638D1J9ASOFYOV9THGQQP7F,21
2022-04-27T10:18:30Z,2022-04-27T10:28:43Z,IP Address,100,613,TRUE,2022-04-27T10:28:44Z,R_1LRKxU9nwv1IKZz,anonymous,EN,I consent to participate in this study.,60,40,80,60,30,60,40,45,40,5,20,45,80,55,0,0,21.425,0,60,0,0,18.086,0,10,0,0,64.125,0,80,0,0,36.427,0,10,45,60,10,45,10,5,3,10,60,80,10,Moderately persuasive,Slightly persuasive,Not at all persuasive,Slightly persuasive,Somewhat untrustworthy,Somewhat untrustworthy,Somewhat trustworthy,Completely untrustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,45,Male,Hispanic or Latinx,High School Diploma,Independent,Neither Liberal nor Conservative,A2ML4TEAJTDQD0,3P888QFVYB7RH75CFCODHGAYA5COQQ,3F6HPJW4JMDKHHANUPVORCK5Y76W20,22
2022-04-27T10:23:15Z,2022-04-27T10:28:56Z,IP Address,100,341,TRUE,2022-04-27T10:28:57Z,R_z0WRUq7pGuH5cmR,anonymous,EN,I consent to participate in this study.,3,95,4,20,1,99,0,35,30,33,3,95,4,20,0,0,18.091,0,95,0,0,15.683,0,3,0,0,31.696,0,3,0,0,21.689,0,25,1,99,0,40,35,33,33,2,95,3,25,Extremely persuasive,Very persuasive,Very persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Largely untrustworthy,Somewhat untrustworthy,Largely trustworthy,47,Male,Multiracial or Biracial,Some undergraduate education,Independent,Neither Liberal nor Conservative,A3M8O363B3IAKE,3I4E7AFQ3SCQ8C67G3Q3EP4ZVI1TJQ,3WOKGM4L7AT5GYY7OG00RUE4Y7NO0W,23
2022-04-27T10:20:15Z,2022-04-27T10:29:00Z,IP Address,100,524,TRUE,2022-04-27T10:29:00Z,R_1OOdK5uAs5s8j8f,anonymous,EN,I consent to participate in this study.,50,75,95,80,100,100,50,50,60,0,50,75,95,80,0,0,15.988,0,75,9.868,9.868,45.74,1,50,47.644,48.213,48.55,2,50,0,0,28.448,0,50,100,100,50,50,60,0,33,50,75,50,80,Slightly persuasive,Slightly persuasive,Not at all persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,40,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,AUFOO8PU2BK37,3H781YYV71VIXWKF22FCH9R7QA5ETQ,3L4D84MIL852QND66BFGPQWZLUGJHB,24
2022-04-27T10:19:38Z,2022-04-27T10:29:11Z,IP Address,100,572,TRUE,2022-04-27T10:29:11Z,R_12Md7BypIx1hBCw,anonymous,EN,I consent to participate in this study.,10,90,0,80,95,99,12,60,35,75,10,90,0,80,0,0,18.638,0,100,0,0,23.142,0,0,0,0,28.257,0,0,0,0,39.88,0,15,75,99,10,30,40,75,33,0,99,0,10,Extremely persuasive,Very persuasive,Very persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely untrustworthy,Somewhat untrustworthy,Largely trustworthy,Somewhat trustworthy,30,Male,Hispanic or Latinx,Bachelor’s Degree,Independent,Slightly Liberal,A31TXJQH5S8SVQ,3OND0WXMI4SSSNTK28YN3QOJFGAHEJ,32SVAV9L3OMCVM33XKD1SXS6C243A8,25
2022-04-27T10:19:11Z,2022-04-27T10:29:24Z,IP Address,100,612,TRUE,2022-04-27T10:29:24Z,R_20OqJaegSEQvJ8O,anonymous,EN,I consent to participate in this study.,40,90,50,70,90,90,10,50,15,70,40,90,50,70,0,0,24.633,0,90,0,0,21.225,0,20,0,0,31.57,0,5,0,0,47.086,0,65,80,80,10,50,15,70,33,20,90,5,65,Moderately persuasive,Moderately persuasive,Moderately persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,36,Non-binary,White or Caucasian,Some undergraduate education,Independent,Slightly Liberal,A2AJIRNA6L4IJI,31S7M7DAHO3W32U7JO2GU4HRZ76TLS,33SA9F9TR67CCXM3N9QPTDTUVAWWE2,26
2022-04-27T10:22:25Z,2022-04-27T10:29:45Z,IP Address,100,440,TRUE,2022-04-27T10:29:45Z,R_20ZG38veFonLu87,anonymous,EN,I consent to participate in this study.,20,95,5,80,90,95,80,80,50,5,20,95,2,90,0,0,16.099,0,97,0,0,17.332,0,5,0,0,19.429,0,1,0,0,28.881,0,80,90,80,20,75,50,5,33,5,97,1,80,Very persuasive,Very persuasive,Very persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,54,Male,White or Caucasian,Master’s Degree,Republican Party,Slightly Conservative,A30HUZHJBOX1LK,389A2A305WV2KP3A89L77APZ8NVC0J,3BDCF01OG67U78RVJWVHR54UFFXYLQ,27
2022-04-27T10:18:57Z,2022-04-27T10:30:01Z,IP Address,100,664,TRUE,2022-04-27T10:30:02Z,R_3F3Zu7soNfgAhb5,anonymous,EN,I consent to participate in this study.,70,50,30,100,60,50,35,90,40,40,70,50,30,100,0,0,22.176,0,97,0,0,17.415,0,83,0,0,46.465,0,40,0,0,41.322,0,31,40,50,40,90,40,40,33,70,50,60,60,Moderately persuasive,Moderately persuasive,Slightly persuasive,Very persuasive,Completely trustworthy,Largely trustworthy,Completely trustworthy,Somewhat trustworthy,Completely trustworthy,Largely trustworthy,Completely trustworthy,25,Female,White or Caucasian,Master’s Degree,Republican Party,Very Liberal,A22U6CMTDV43B1,3R16PJFTTB412BXZJNP77WSKU8KK4K,32EYX73OY9MOTX23EFVOAW7GPJCRUC,28
2022-04-27T10:21:28Z,2022-04-27T10:30:14Z,IP Address,100,525,TRUE,2022-04-27T10:30:14Z,R_2CV4DZUFOErYlVw,anonymous,EN,I consent to participate in this study.,80,97,20,25,65,30,85,5,95,25,80,97,10,25,0,0,35.998,0,100,0,0,23.433,0,5,0,0,27.675,0,3,0,0,22.707,0,25,50,70,60,2,70,20,33,2,100,3,25,Extremely persuasive,Extremely persuasive,Extremely persuasive,Not at all persuasive,Completely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Completely trustworthy,Largely trustworthy,Somewhat trustworthy,47,Female,White or Caucasian,Some undergraduate education,Democratic Party,Slightly Liberal,A1LRJ4U04532TM,3H781YYV71VIXWKF22FCH9R7QA5ETQ,3S4AW7T80KVE91DBUP7ABG0NKEZ4LC,29
2022-04-27T10:17:46Z,2022-04-27T10:30:16Z,IP Address,100,750,TRUE,2022-04-27T10:30:17Z,R_qxxL7Ynf9l6W7Ml,anonymous,EN,I consent to participate in this study.,60,10,30,70,80,95,25,75,25,0,60,15,30,70,42.251,42.251,44.041,1,80,7.597,7.597,27.498,1,5,2.338,12.944,32.842,2,0,3.639,3.639,45.796,1,50,60,90,20,70,30,5,33,10,80,0,50,Very persuasive,Moderately persuasive,Moderately persuasive,Not at all persuasive,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Largely untrustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,29,Female,White or Caucasian,Bachelor’s Degree,Independent,Slightly Conservative,A1WPGNK8Y65BV3,3CIS7GGG7DWXX9Z4275MM5D99OCEUH,3OLQQLKKN12Q6DM4GA7A4NZMTEOEJQ,30
2022-04-27T10:19:46Z,2022-04-27T10:30:17Z,IP Address,100,631,TRUE,2022-04-27T10:30:17Z,R_cx4B6VRLZmqF3xv,anonymous,EN,I consent to participate in this study.,50,30,65,40,54,67,76,99,55,76,87,45,67,70,0,0,23.745,0,34,0,0,32.994,0,45,0,0,22.454,0,43,0,0,51.984,0,45,65,54,21,76,65,76,33,54,76,44,56,Very persuasive,Not at all persuasive,Moderately persuasive,Moderately persuasive,Somewhat untrustworthy,Somewhat untrustworthy,Largely untrustworthy,Completely untrustworthy,Somewhat trustworthy,Completely trustworthy,Largely trustworthy,NA,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Prefer not to say,A1HRH92NH49RX2,3P888QFVYB7RH75CFCODHGAYA5COQQ,3HFNH7HEMQR5CEM8HVH71RWKKPVGQ0,31
